target_id,kepid,target_name,kepoi_name,kepler_name,mission,class_label,koi_disposition,koi_pdisposition,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_duration,koi_time0bk,koi_model_snr,koi_depth,koi_impact,koi_prad,koi_steff,koi_slogg,koi_srad,koi_kepmag,source_catalog,dataset_version,selection_seed
KIC 11774383,11774383,K08065.01,K08065.01,,Kepler,binary,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0.520227316,1.7939,131.83796,122.3,68633.0,1.052,50.41,5780.0,4.438,1.0,19.174,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 11819135,11819135,K08067.01,K08067.01,,Kepler,binary,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,1.901655058,4.6545,132.83364,190.6,87321.0,1.032,89.89,6929.0,4.102,1.704,15.064,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 11906217,11906217,K07490.01,K07490.01,,Kepler,binary,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,37.910213899,3.11152,162.458419,1065.9,103470.0,0.963,29.45,4623.0,4.686,0.56,14.43,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 11923819,11923819,K07496.01,K07496.01,,Kepler,binary,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,33.159475806,9.01353,159.8126411,3733.6,222170.0,0.768,146.47,7967.0,4.001,2.379,11.562,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 11967004,11967004,K07499.01,K07499.01,,Kepler,binary,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,1.941635737,2.46683,133.1097354,1243.7,69814.0,1.071,59.71,6525.0,4.381,1.161,13.898,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 11974540,11974540,Kepler-470 b,K00129.01,Kepler-470 b,Kepler,binary,CONFIRMED,FALSE POSITIVE,0,1,0,0,24.669192732,7.03515,132.864236,603.0,7382.3,0.073,77.76,5313.0,2.936,9.327,13.224,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 12302391,12302391,K07519.01,K07519.01,,Kepler,binary,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,25.321698729,4.45367,139.687525,673.3,119590.0,0.954,56.62,6109.0,4.455,1.029,15.128,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 12453855,12453855,K08080.01,K08080.01,,Kepler,binary,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0.559643825,0.677,131.517134,130.7,1812.6,1.264,27.21,5240.0,4.521,0.774,15.36,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 12643582,12643582,K03626.01,K03626.01,,Kepler,binary,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,44.14579777,4.088,167.392037,434.9,224230.0,0.864,62.24,5876.0,4.492,0.896,16.442,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 2302997,2302997,K07630.01,K07630.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,16.2982201,2.558,134.7404,7.9,199.0,0.698,0.78,3905.0,4.736,0.521,14.709,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 2437505,2437505,K02671.01,K02671.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,21.47642727,5.5498,149.26156,124.8,348130.0,0.006,59.5,5780.0,4.438,1.0,17.29,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 2446113,2446113,K00379.02,K00379.02,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,23.1375919,3.35,152.17335,12.9,114.0,0.429,1.83,6078.0,4.094,1.683,13.319,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 2834805,2834805,K07638.01,K07638.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,25.0032023,5.498,140.90106,12.6,64.1,0.756,1.47,6148.0,4.055,1.685,12.55,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 2970670,2970670,K06299.01,K06299.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,0.947554749,1.097,131.87955,12.4,65.4,0.058,0.67,5508.0,4.569,0.84,13.853,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 2975770,2975770,K01788.02,K01788.02,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,369.069345,5.832,298.3962,11.7,945.9,0.929,3.07,4855.0,4.542,0.778,14.521,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 2992634,2992634,K04960.01,K04960.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,47.82278681,1.19,134.1402656,,,,,,,,14.395,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 3348216,3348216,K03448.01,K03448.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,32.510844,3.254,136.62491,12.6,361.9,0.421,2.62,6074.0,4.244,1.358,14.863,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 3356156,3356156,K04976.01,K04976.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,624.90338,12.169,241.5869,10.6,249.0,0.0703,2.77,7089.0,4.148,1.729,13.62,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 3428127,3428127,K04978.01,K04978.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,339.18998,5.117,300.2366,7.6,822.0,0.2222,2.75,5544.0,4.402,0.966,15.278,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 3539231,3539231,K04626.01,K04626.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,91.95723,10.471,183.0248,12.3,308.4,0.015,2.66,5854.0,4.114,1.528,14.876,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 3553900,3553900,K04992.01,K04992.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,12.5747207,2.896,142.34553,10.5,323.3,0.588,1.45,5654.0,4.59,0.774,15.133,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 3758922,3758922,K04853.01,K04853.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,17.7412303,4.816,144.3554,9.2,144.7,0.065,1.14,5817.0,4.491,0.956,14.641,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 3854496,3854496,K06368.01,K06368.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,9.4588054,3.66,136.8156,8.6,270.0,0.365,1.78,6247.0,4.433,1.066,15.812,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 4048898,4048898,K07678.01,K07678.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,13.0914878,2.037,143.75198,8.0,37.5,0.145,0.79,5919.0,4.238,1.288,11.993,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 4072955,4072955,K03041.01,K03041.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,5.08288076,2.515,134.00557,12.5,108.0,0.389,1.15,6217.0,4.375,1.083,14.207,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 4139254,4139254,K06108.01,K06108.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,485.92297,3.756,299.5015,5.5,122.9,0.4516,1.07,5551.0,4.386,0.957,12.12,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 4172805,4172805,K04427.01,K04427.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,147.661729,6.207,243.95262,13.2,1087.8,0.002,1.59,3788.0,4.774,0.49,15.645,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 4252322,4252322,K00396.01,K00396.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,14.591504451,1.1295,180.851546,68.0,1490.5,1.21,36.85,5940.0,4.199,1.312,13.311,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 4366323,4366323,K03258.01,K03258.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,40.3511707,3.97,153.40933,11.3,533.5,0.079,1.88,5665.0,4.568,0.82,15.676,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 4372620,4372620,K06409.01,K06409.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,19.9310602,8.48,145.7465,14.2,97.9,0.0766,2.42,5500.0,3.775,2.491,13.37,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 4450844,4450844,K03168.01,K03168.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,56.3479517,8.789,163.3795,15.1,43.6,0.768,1.06,5843.0,4.086,1.471,10.455,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 4544670,4544670,K00815.01,K00815.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,34.84398644,2.9315,172.633252,76.8,4523.6,0.934,7.61,5509.0,4.482,0.871,15.684,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 4552729,4552729,K02691.01,K02691.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,97.4463194,6.765,204.83009,62.8,2141.1,0.063,3.05,4735.0,4.627,0.686,14.981,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 4750962,4750962,K05083.01,K05083.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,69.932459,2.03,145.91179,8.4,264.4,0.0356,8.25,5207.0,3.298,5.183,13.809,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 4862924,4862924,K07554.01,K07554.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,482.62011,12.86,314.0653,8.1,324.0,0.1786,1.98,6315.0,4.389,1.095,14.519,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 4902202,4902202,K04717.01,K04717.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,216.456055,11.067,175.3753,14.2,1002.8,0.033,3.61,5645.0,4.299,1.155,15.58,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 4918309,4918309,K01582.01,K01582.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,186.4361811,5.774,146.91825,66.5,4347.0,0.921,11.32,5393.0,4.132,1.37,15.402,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 4935172,4935172,K02962.01,K02962.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,2.17291055,2.139,131.73552,13.6,76.4,0.362,0.93,6164.0,4.446,1.045,14.229,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 4953262,4953262,K05110.01,K05110.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,105.5904748,2.188,192.30383,9.5,292.4,0.743,8.16,4869.0,3.193,4.383,11.653,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 5115978,5115978,K00823.01,K00823.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,1.028436523,1.8606,170.228582,89.6,8098.0,1.5734,72.77,6228.0,4.428,0.99,15.202,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 5129453,5129453,K04208.01,K04208.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,3.05772668,1.819,133.06692,13.7,311.0,0.007,1.23,4483.0,4.57,0.731,15.745,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 5181299,5181299,K05134.01,K05134.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,573.23826,2.641,343.313,6.8,470.1,0.0078,6.93,5172.0,3.534,3.264,13.815,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 5184144,5184144,K05135.01,K05135.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,314.765374,3.325,283.1235,7.5,732.0,0.158,2.0,5228.0,4.6,0.755,15.578,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 5184709,5184709,K01670.01,K01670.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,10.57910009,1.4553,141.07251,17.9,329.3,0.404,2.03,6323.0,4.418,1.093,14.572,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 5193439,5193439,K06538.01,K06538.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,129.847318,13.057,240.6812,11.1,198.4,0.004,1.45,6133.0,4.427,1.032,14.52,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 5283458,5283458,K01547.01,K01547.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,30.69395532,2.9512,365.665214,196.6,18121.0,0.001,13.72,6137.0,4.46,1.018,15.673,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 5385410,5385410,K04323.01,K04323.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,11.49589567,2.256,139.38053,13.2,108.3,0.295,1.59,6290.0,4.133,1.506,13.582,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 5441980,5441980,K00607.01,K00607.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,5.89399142,1.2737,173.485973,252.5,10993.0,0.867,11.16,5713.0,4.541,0.893,14.377,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 5456979,5456979,K06579.01,K06579.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,2.6528082,2.297,131.5439,9.8,153.1,0.434,1.17,5778.0,4.48,0.935,15.668,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 5531953,5531953,K01681.01,K01681.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,6.93910337,2.977,138.33927,22.9,614.7,0.966,1.41,3638.0,4.844,0.42,15.855,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 5546761,5546761,K02160.02,K02160.02,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,15.40877383,3.49,139.4831786,,,,,,,,14.874,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 5564082,5564082,K06600.01,K06600.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,2.70581614,6.56,132.53726,41.8,46.9,0.6199,0.69,5992.0,4.42,0.961,10.715,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 5613330,5613330,K00649.02,K00649.02,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,10.2090268,6.264,140.6805,9.8,36.7,0.213,0.92,6188.0,4.196,1.524,13.31,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 5617259,5617259,K07733.01,K07733.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,1.048130894,5.6707,132.3528023,5.2,191.8,0.216,4.52,7673.0,3.679,3.214,11.86,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 5621333,5621333,K03341.01,K03341.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,27.0965146,8.42,139.3521,16.4,208.4,0.769,2.13,5775.0,4.193,1.352,14.886,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 5687986,5687986,K07735.01,K07735.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,382.30306,8.83,356.7308,9.6,225.6,0.597,4.05,5993.0,3.733,2.59,13.104,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 5731623,5731623,K01793.01,K01793.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,3.261759866,1.7593,131.778858,190.4,3876.1,0.949,8.01,6131.0,4.497,0.945,15.28,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 5857656,5857656,K05205.01,K05205.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,313.051405,10.969,408.62595,39.5,594.9,0.2093,2.91,6218.0,4.322,1.185,12.842,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 5858919,5858919,K08109.01,K08109.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,218.771117,3.201,250.92469,8.4,140.1,0.95,250.2,3297.0,0.236,151.184,12.429,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 5946568,5946568,K05211.01,K05211.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,3.5645249,2.062,134.4518,8.0,53.9,0.188,0.6,5435.0,4.578,0.824,12.936,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 5955197,5955197,K08111.01,K08111.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,359.33831,18.566,152.5082,15.8,977.9,0.176,2.33,5316.0,4.539,0.753,15.825,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 5965629,5965629,K05216.01,K05216.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,377.311149,3.33,411.6189,8.3,804.0,0.3818,2.56,5897.0,4.531,0.891,15.495,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 6023571,6023571,K05223.01,K05223.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,354.21154,18.594,218.299,22.0,821.3,0.2007,8.41,4842.0,3.562,3.035,13.682,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 6043490,6043490,K05230.01,K05230.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,330.738115,4.998,422.7107,8.7,333.3,0.154,4.42,5458.0,3.755,2.453,13.381,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 6114140,6114140,K08117.01,K08117.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,0.933745798,6.447,131.52118,75.3,613.8,0.961,3.45,6367.0,4.419,1.087,15.485,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 6144039,6144039,K04602.01,K04602.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,2.85855049,2.341,132.28415,11.4,85.4,0.972,1.23,5441.0,4.415,0.964,14.636,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 6187508,6187508,K06672.01,K06672.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,2.28494301,1.01,132.92343,10.6,161.8,0.013,1.0,5396.0,4.571,0.789,15.181,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 6198182,6198182,K02636.02,K02636.02,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,5.1777226,8.275,133.5044,6.1,41.7,0.025,0.63,5854.0,4.469,0.979,12.32,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 6266866,6266866,K05254.01,K05254.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,232.916142,7.037,162.1441,8.5,64.8,0.2313,1.2,5807.0,4.108,1.496,10.926,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 6359929,6359929,K05269.01,K05269.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,371.50631,8.854,260.1243,14.1,992.0,0.0156,2.88,5696.0,4.491,0.924,15.392,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 6368222,6368222,K06697.01,K06697.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,82.97062172,8.22,171.428214,,,,,,,,13.678,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 6424561,6424561,K04900.01,K04900.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,6.6716723,2.693,131.92708,10.3,154.4,0.167,1.27,6086.0,4.435,1.021,15.134,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 6425597,6425597,K04861.01,K04861.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,29.1206519,2.89,138.4718,9.7,415.5,0.195,1.6,5671.0,4.582,0.788,15.536,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 6436029,6436029,K02828.02,K02828.02,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,505.462916,10.127,458.07755,17.6,1724.0,0.489,3.46,4817.0,4.499,0.833,15.768,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 6443093,6443093,K05284.01,K05284.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,389.316341,5.49,351.36049,34.7,2599.8,1.202,27.61,5731.0,4.44,0.958,14.57,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 6508221,6508221,K00416.03,K00416.03,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,9.74765878,2.62,139.16424,11.6,102.0,0.658,0.78,5176.0,4.612,0.738,14.29,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 6516185,6516185,K02445.01,K02445.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,47.3659328,7.929,175.0355,16.0,757.0,1.085,11.97,5708.0,4.482,0.902,15.817,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 6527078,6527078,K04657.01,K04657.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,7.57600886,3.361,135.6293,12.5,49.0,0.267,0.54,5361.0,4.588,0.774,13.241,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 6594945,6594945,K05300.01,K05300.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,188.954072,14.17,160.7576,10.9,166.5,0.014,2.46,6392.0,3.967,1.899,13.039,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 6599919,6599919,K00858.01,K00858.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,13.61014819,2.594,173.987319,184.1,5732.9,1.081,19.02,5697.0,4.46,0.903,15.06,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 6665860,6665860,K04840.01,K04840.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,10.4716194,4.512,136.2877,11.7,123.9,0.184,1.74,5812.0,4.083,1.574,14.486,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 6675757,6675757,K05310.01,K05310.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,22.2903562,1.623,152.37929,8.1,130.4,0.028,1.13,5597.0,4.418,1.0,13.993,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 6717252,6717252,K04651.01,K04651.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,1.19260017,1.502,132.66994,11.7,58.0,0.015,0.77,5600.0,4.349,1.013,13.818,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 6767227,6767227,K04871.01,K04871.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,4.08197713,2.943,132.10953,9.3,26.2,0.328,0.6,6538.0,4.339,1.156,13.05,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 6864706,6864706,K06781.01,K06781.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,14.5909249,1.591,142.72,6.3,146.9,0.3084,0.93,5214.0,4.527,0.766,14.953,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 6947668,6947668,K03455.01,K03455.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,14.0545718,4.066,133.0972,11.6,274.3,0.121,1.45,5783.0,4.539,0.88,15.802,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 7021681,7021681,K00255.02,K00255.02,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,13.6032081,2.592,140.3975,9.4,180.5,0.777,0.75,3780.0,4.746,0.511,15.108,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 7051984,7051984,K02879.01,K02879.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,0.339069751,1.1516,131.86957,38.2,53.2,0.958,2.09,5653.0,3.846,2.183,12.771,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 7132462,7132462,K05360.01,K05360.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,54.595746,2.21,156.83764,8.7,135.8,0.332,2.0,6014.0,3.989,1.699,13.67,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 7199397,7199397,K00075.01,K00075.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,105.8817667,18.044,156.97935,301.8,1556.3,0.539,10.16,5903.0,3.757,2.499,10.775,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 7287028,7287028,K07832.01,K07832.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,3.6092231,2.8,132.463,4.4,52.4,0.364,0.68,6032.0,4.508,0.929,13.534,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 7287683,7287683,K01622.01,K01622.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,69.8347983,8.262,168.78436,46.8,266.6,0.672,3.51,7732.0,4.075,2.022,12.02,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 7345335,7345335,K06862.01,K06862.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,11.0495766,2.13,138.535,5.7,102.8,0.218,0.83,5533.0,4.505,0.819,14.804,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 7429287,7429287,K04260.04,K04260.04,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,84.799829,15.21,180.4426,14.4,56.1,0.795,1.16,5619.0,4.07,1.406,11.443,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 7517261,7517261,K03496.02,K03496.02,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,8.5433774,6.149,137.9895,10.3,75.1,0.748,1.58,6602.0,4.108,1.685,13.932,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 7692093,7692093,K03337.01,K03337.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,11.16622885,3.389,134.96951,13.6,353.9,0.176,1.56,5552.0,4.562,0.836,15.927,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 7733731,7733731,K04022.01,K04022.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,4.85819429,5.356,135.14503,25.2,76.3,0.086,2.04,6109.0,3.78,2.326,13.269,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 7750419,7750419,K01708.01,K01708.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,32.7737631,3.416,151.44352,21.7,564.5,0.971,5.0,5640.0,4.076,1.534,14.758,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 7813039,7813039,K03787.01,K03787.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,141.73403059,1.5851,167.345982,157.4,7736.4,0.912,10.3,5606.0,4.478,0.918,13.891,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 7820699,7820699,K04555.01,K04555.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,364.08733,14.09,287.6056,8.8,372.0,0.1702,1.39,5376.0,4.601,0.727,14.816,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 7902003,7902003,K03236.01,K03236.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,7.13044117,2.566,135.594,10.5,31.9,0.068,1.18,6312.0,3.964,2.074,12.31,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
